Locale,Key,English Value,Type
sk,"authErrorSessionExpired","Your session has expired. Please log in again.",missing
sk,"authErrorTooManyRequests","Too many failed attempts. Please try again later.",missing
sk,"authErrorUidAlreadyExists","The UID is already in use.",missing
sk,"REDACTED_TOKEN","The continue URL domain is not whitelisted.",missing
sk,"authErrorUnknown","An unknown authentication error occurred.",missing
sk,"authErrorUnsupportedFirstFactor","Unsupported first factor for multi-factor authentication.",missing
sk,"authErrorUserDisabled","This account has been disabled. Please contact support.",missing
sk,"authErrorUserNotFound","No account found with this email address.",missing
sk,"authErrorWeakPassword","Password is too weak. Please choose a stronger password.",missing
sk,"authErrorWrongPassword","Incorrect password. Please try again.",missing
sk,"autoconfirmBookings","Auto-Confirm Bookings",missing
sk,"REDACTED_TOKEN","Automatically confirm new booking requests",missing
sk,"availability","Availability",missing
sk,"backgroundApproved","Background approved!",missing
sk,"backgroundDeletedSuccessfully","Background deleted successfully!",missing
sk,"backgroundRejected","Background rejected",missing
sk,"backgroundUploadedSuccessfully","Background uploaded successfully!",missing
sk,"becomeAnAmbassador","Become an Ambassador",missing
sk,"bookAppointment","Book Appointment",missing
sk,"bookViaChat","Book via Chat",missing
sk,"booking","Booking",missing
sk,"bookingConfirmed","Booking Confirmed",missing
sk,"bookingRequest","Booking Request",missing
sk,"bookings","Bookings",untranslated
sk,"branchesLengthBranches","{branchCount} branches",missing
sk,"broadcast","Broadcast",missing
sk,"REDACTED_TOKEN","Business Appointments Entry Screen - Coming Soon",missing
sk,"businessAvailability","Business Availability",missing
sk,"REDACTED_TOKEN","Business Availability Entry Screen - Coming Soon",missing
sk,"REDACTED_TOKEN","Business Booking Entry Screen - Coming Soon",missing
sk,"businessCalendar","Business Calendar",missing
sk,"REDACTED_TOKEN","Business Completion Screen - Coming Soon",missing
sk,"REDACTED_TOKEN","Business CRM Entry Screen - Coming Soon",missing
sk,"businessDashboard","Business Dashboard",missing
sk,"REDACTED_TOKEN","Business Dashboard Entry Screen - Coming Soon",missing
sk,"businessLogin","Business Login",missing
sk,"businessLoginScreenComingSoon","Business Login Screen - Coming Soon",missing
sk,"businessOnboarding","Business Onboarding",missing
sk,"REDACTED_TOKEN","Business Onboarding Screen - Coming Soon",missing
sk,"REDACTED_TOKEN","Business Phone Booking Entry Screen - Coming Soon",missing
sk,"businessProfile","Business Profile",missing
sk,"REDACTED_TOKEN","Business profile activated successfully!",missing
sk,"REDACTED_TOKEN","Business Profile Entry Screen - Coming Soon",missing
sk,"REDACTED_TOKEN","Business Providers Entry Screen - Coming Soon",missing
sk,"businessSetupScreenComingSoon","Business Setup Screen - Coming Soon",missing
sk,"businessSignup","Business Signup",missing
sk,"businessSignupScreenComingSoon","Business Signup Screen - Coming Soon",missing
sk,"businessSubscription","Business Subscription",missing
sk,"REDACTED_TOKEN","Business Subscription Entry Screen - Coming Soon",missing
sk,"REDACTED_TOKEN","Business Verification Screen - Coming Soon",missing
sk,"businessWelcomeScreenComingSoon","Business Welcome Screen - Coming Soon",missing
sk,"calendar","Calendar",missing
sk,"cancel1","Cancel",missing
sk,"cancelAppointment","Cancel Appointment",missing
sk,"cancelSubscription","Cancel Subscription",missing
sk,"changePlan","Change Plan",missing
sk,"changesSavedSuccessfully","Changes saved successfully!",missing
sk,"chatBooking","Chat Booking",missing
sk,"checkingPermissions1","Checking permissions...",missing
sk,"checkingSubscription","Checking subscription...",missing
sk,"childDashboard","Child Dashboard",missing
sk,"childLinkedSuccessfully","Child linked successfully!",missing
sk,"chooseYourPlan","Choose Your Plan",missing
sk,"clearAll","Clear All",missing
sk,"clearFilters","Clear Filters",missing
sk,"clientAddedSuccessfully","Client added successfully!",missing
sk,"clientDeletedSuccessfully","Client deleted successfully!",missing
sk,"clientUpdatedSuccessfully","Client updated successfully!",missing
sk,"clients","Clients",missing
sk,"close1","Close",missing
sk,"closed","Closed",missing
sk,"colorContrastTesting","Color Contrast Testing",missing
sk,"completion","Completion",missing
sk,"configurationSavedSuccessfully","Configuration saved successfully!",missing
sk,"confirm1","Confirm",missing
sk,"confirmBooking","Confirm Booking",missing
sk,"connectToGoogleCalendar","Connect to Google Calendar",missing
sk,"contentDetail","Content Detail",missing
sk,"contentFilter","Content Filter",missing
sk,"contentLibrary","Content Library",untranslated
sk,"contentLibrary1","Content Library",missing
sk,"contentNotFound","Content not found",missing
sk,"contextContextid","Context: $contextId",missing
sk,"continueText","Continue",missing
sk,"copiedToClipboard","Copied to clipboard",missing
sk,"copy1","Copy",missing
sk,"copyLink","Copy Link",missing
sk,"couldNotOpenPrivacyPolicy","Could not open privacy policy",missing
sk,"country","Country",missing
sk,"create","Create",missing
sk,"createGame1","Create Game",missing
sk,"createNewGame","Create New Game",missing
sk,"createNewInvoice","Create New Invoice",missing
sk,"createNewSurvey","Create New Survey",missing
sk,"creatorCreatorid","Creator: $creatorId",missing
sk,"crm","CRM",missing
sk,"crmDashboardWithAnalytics","• CRM dashboard with analytics",missing
sk,"currentTierTiertouppercase","Current Tier: {tier}",missing
sk,"darkMode","Dark Mode",missing
sk,"dashboard1","Dashboard",missing
sk,"date","Date",missing
sk,"REDACTED_TOKEN","Date: {date}",missing
sk,"delete1","Delete",missing
sk,"deleteAccount","Delete Account",missing
sk,"deleteAppointment","Delete Appointment",missing
sk,"deleteAvailability","Delete Availability",missing
sk,"deleteBackground","Delete Background",missing
sk,"deleteFunctionalityComingSoon","Delete functionality coming soon!",missing
sk,"deleteGame","Delete Game",missing
sk,"deleteMessage","Delete Message",missing
sk,"deleteMyAccount","Delete My Account",missing
sk,"deleteProvider","Delete Provider",missing
sk,"deleteSlot","Delete Slot",missing
sk,"deleteSurvey","Delete Survey",missing
sk,"deletingAccount","Deleting account...",missing
sk,"deviceLogdeviceinfo","Device: {deviceInfo}",missing
sk,"REDACTED_TOKEN","Duration: {duration} minutes",missing
sk,"edit1","Edit",missing
sk,"editBusinessProfile","Edit Business Profile",missing
sk,"editClient","Edit Client",missing
sk,"editProfile","Edit Profile",missing
sk,"editProvider","Edit Provider",missing
sk,"editRoom","Edit Room",missing
sk,"editSurveyComingSoon","Edit survey - Coming soon!",missing
sk,"ekeyEvalue","{key}: {value}",missing
sk,"email","Email",untranslated
sk,"emailNotifications","Email Notifications",missing
sk,"emailProfileemail","Email: {profileEmail}",missing
sk,"enableNotifications1","Enable Notifications",missing
sk,"enableVibration","Enable Vibration",missing
sk,"enterOtp","Enter OTP",missing
sk,"errorConfirmingPaymentE","Error confirming payment: $e",missing
sk,"errorDeletingSlotE","Error deleting slot: $e",missing
sk,"errorDetailsLogerrortype","Error Details: {errorType}",missing
sk,"errorE","Error: $e",missing
sk,"errorError","Error: $error",missing
sk,"errorEstimatingRecipientsE","Error estimating recipients: $e",missing
sk,"errorLoadingAppointments","Error loading appointments",missing
sk,"errorLoadingAvailabilityE","Error loading availability: $e",missing
sk,"REDACTED_TOKEN","Error loading bookings: {error}",missing
sk,"errorLoadingBranchesE","Error loading branches: $e",missing
sk,"errorLoadingConfigurationE","Error loading configuration: $e",missing
sk,"errorLoadingDashboardError","Error loading dashboard: $error",missing
sk,"errorLoadingEvents","Error loading events",missing
sk,"errorLoadingPermissionsError","Error loading permissions: $error",missing
sk,"errorLoadingReferralCode","Error loading referral code",missing
sk,"errorLoadingRewards","Error loading rewards",missing
sk,"errorLoadingSlots","Error loading slots",missing
sk,"errorLoadingStaff","Error loading staff",missing
sk,"errorLoadingSubscriptionError","Error loading subscription: $error",missing
sk,"errorLoadingSurveysError","Error loading surveys: $error",missing
sk,"errorLogerrormessage","Error: {errorMessage}",missing
sk,"errorPickingImageE","Error picking image: $e",missing
sk,"errorPickingVideoE","Error picking video: $e",missing
sk,"errorSavingConfigurationE","Error saving configuration: $e",missing
sk,"errorSavingSettingsE","Error saving settings: $e",missing
sk,"errorSnapshoterror","Error: {error}",missing
sk,"eventCreated","Event created",missing
sk,"eventstarttimeEventendtime","{startTime} - {endTime}",missing
sk,"exportAsCsv","Export as CSV",missing
sk,"exportAsPdf","Export as PDF",missing
sk,"exportData","Export Data",missing
sk,"externalMeetings","External Meetings",missing
sk,"failedToApplyPromoCodeE","Failed to apply promo code: $e",missing
sk,"failedToCancelSubscription","Failed to cancel subscription",missing
sk,"failedToCreateGameE","Failed to create game: $e",missing
sk,"failedToCreateSessionE","Failed to create session: $e",missing
sk,"failedToDeleteAccountE","Failed to delete account: $e",missing
sk,"failedToOpenCustomerPortalE","Failed to open customer portal: $e",missing
sk,"failedToSendInvitationE","Failed to send invitation: $e",missing
sk,"failedToSendPrivacyRequestE","Failed to send privacy request: $e",missing
sk,"failedToStartBasicSubscriptionE","Failed to start Basic subscription: $e",missing
sk,"failedToStartProSubscriptionE","Failed to start Pro subscription: $e",missing
sk,"failedToUpdateConsentE","Failed to update consent: $e",missing
sk,"failedToUpdatePermissionE","Failed to update permission: $e",missing
sk,"failedToUploadBackgroundE","Failed to upload background: $e",missing
sk,"familySupport","Family Support",missing
sk,"forward","Forward",missing
sk,"fromAvailstartformatcontext","From: {startTime}",missing
sk,"gameApprovedSuccessfully","Game approved successfully!",missing
sk,"gameCreatedSuccessfully","Game created successfully!",missing
sk,"gameDeletedSuccessfully","Game deleted successfully!",missing
sk,"gameList","Game List",missing
sk,"gameRejected","Game rejected",missing
sk,"getHelpWithYourAccount","Get help with your account",missing
sk,"goBack","Go Back",missing
sk,"goToDashboard","Go to Dashboard",missing
sk,"googleCalendar","Google Calendar",missing
sk,"grantConsent","Grant Consent",missing
sk,"groupGroupid","Group: $groupId",missing
sk,"helpSupport","Help & Support",missing
sk,"home1","Home",missing
sk,"homeFeedScreen","Home Feed Screen",missing
sk,"iConsent","I Consent",missing
sk,"iDoNotConsent","I Do Not Consent",missing
sk,"invitationSentSuccessfully","Invitation sent successfully!",missing
sk,"inviteChild","Invite Child",missing
sk,"inviteContact","Invite Contact",missing
sk,"inviteFriends","Invite Friends",missing
sk,"invited1","Invited",missing
sk,"inviteeArgsinviteeid","Invitee: {inviteeId}",missing
sk,"invoiceCreatedSuccessfully","Invoice created successfully!",missing
sk,"invoices","Invoices",missing
sk,"join","Join",missing
sk,"keepSubscription","Keep Subscription",missing
sk,"language","Language",missing
sk,"linkAccounts","Link Accounts",missing
sk,"linkCopiedToClipboard","Link copied to clipboard!",missing
sk,"linkchildidsubstring08","{linkId}...",missing
sk,"livePlaytime","Live Playtime",missing
sk,"REDACTED_TOKEN","Live session scheduled! Waiting for parent approval...",missing
sk,"loadingCheckout","Loading checkout...",missing
sk,"localizationContribution","Localization Contribution",missing
sk,"login1","Login",missing
sk,"loginFailedE","Login failed: $e",missing
sk,"loginScreen","Login Screen",missing
sk,"logout1","Logout",missing
sk,"logtargettypeLogtargetid","{targetType}: {targetId}",missing
sk,"makeGamePublic","Make Game Public",missing
sk,"manageChildAccounts","Manage Child Accounts",missing
sk,"manageStaffAvailability","Manage Staff Availability",missing
sk,"manageSubscription","Manage Subscription",missing
sk,"markAsPaid","Mark as Paid",missing
sk,"meetingIdMeetingid","Meeting ID: $meetingId",missing
sk,"meetingSharedSuccessfully1","Meeting shared successfully!",missing
sk,"menu","Menu",missing
sk,"messages","Messages",missing
sk,"monetizationSettings","Monetization Settings",missing
sk,"REDACTED_TOKEN","Monetization settings will be implemented here",missing
sk,"multipleChoice","Multiple Choice",missing
sk,"myInvites1","My Invites",missing
sk,"myProfile1","My Profile",missing
sk,"mySchedule","My Schedule",missing
sk,"nameProfilename","Name: {name}",missing
sk,"newNotificationPayloadtitle","New notification: {payloadTitle}",missing
sk,"next1","Next",missing
sk,"noAmbassadorDataAvailable","No ambassador data available",missing
sk,"noAnalyticsDataAvailableYet","No analytics data available yet.",missing
sk,"noAppointmentRequestsFound","No appointment requests found.",missing
sk,"noAppointments","No appointments",missing
sk,"noAppointmentsFound","No appointments found.",missing
sk,"noAvailableSlots","No available slots",missing
sk,"noBookingsFound","No bookings found",missing
sk,"noBranchesAvailable","No branches available",missing
sk,"noChartDataAvailable","No chart data available",missing
sk,"REDACTED_TOKEN","No clients found. Add your first client!",missing
sk,"noContentAvailableYet","No content available yet",missing
sk,"noEvents","No events",missing
sk,"noEventsScheduledForToday","No events scheduled for today",missing
sk,"noEventsScheduledThisMonth","No events scheduled this month",missing
sk,"noEventsScheduledThisWeek","No events scheduled this week",missing
sk,"noExternalMeetingsFound","No external meetings found.",missing
sk,"REDACTED_TOKEN","No invoices found. Create your first invoice!",missing
sk,"noMediaSelected","No media selected",missing
sk,"noMessagesFound","No messages found.",missing
sk,"noMissingTranslations","No missing translations",missing
sk,"noNotifications","No notifications",missing
sk,"noProviders","No providers",missing
sk,"REDACTED_TOKEN","No providers found. Add your first provider!",missing
sk,"noQuestionsAdded","No questions added",missing
sk,"noRoomsFoundAddYourFirstRoom","No rooms found. Add your first room!",missing
sk,"noRouteDefinedForSettingsname","No route defined for {settingsName}",missing
sk,"noRouteDefinedForStateuripath","No route defined for {path}",missing
sk,"noSlots","No slots",missing
sk,"noTicketsYet","No tickets yet",missing
sk,"noTimeSeriesDataAvailable","No time series data available",missing
sk,"noUpcomingBookings","No upcoming bookings",missing
sk,"none","None",missing
sk,"notAuthenticated","Not authenticated",missing
sk,"notifications1","Notifications",missing
sk,"ok","OK",untranslated
sk,"onboardingScreen","Onboarding Screen",missing
sk,"openingCustomerPortal","Opening customer portal...",missing
sk,"option","• $option",missing
sk,"orgmemberidslengthMembers","{memberCount} members",missing
sk,"overview","Overview",untranslated
sk,"parentDashboard","Parent Dashboard",missing
sk,"parentalConsent","Parental Consent",missing
sk,"parentalControls","Parental Controls",missing
sk,"parentalSettings","Parental Settings",missing
sk,"REDACTED_TOKEN","Parents must approve before children can join",missing
sk,"pay","Pay",missing
sk,"payment","Payment",missing
sk,"paymentConfirmation","Payment Confirmation",missing
sk,"paymentSuccessful","Payment Successful!",missing
sk,"paymentWasCancelled","Payment was cancelled",missing
sk,"REDACTED_TOKEN","Permission {category} updated to $newValue",missing
sk,"permissionsFamilylinkchildid","Permissions - {childId}",missing
sk,"phoneBooking","Phone Booking",missing
sk,"phoneProfileasyncphone","Phone: {phone}",missing
sk,"phonebasedBookingSystem","• Phone-based booking system",missing
sk,"pickDate","Pick Date",missing
sk,"pickTime","Pick Time",missing
sk,"playtimeAdminPanelTitle","Playtime Games – Admin",missing
sk,"playtimeManagement","Playtime Management",missing
sk,"REDACTED_TOKEN","Please activate your business profile to continue.",missing
sk,"pleaseEnterAPromoCode","Please enter a promo code",missing
sk,"pleaseEnterAValidEmailAddress","Please enter a valid email address",missing
sk,"pleaseEnterAValidEmailOrPhone","Please enter a valid email or phone",missing
sk,"pleaseLogInToViewYourProfile","Please log in to view your profile.",missing
sk,"pleaseSignInToCreateASession","Please sign in to create a session",missing
sk,"pleaseSignInToUploadABackground","Please sign in to upload a background",missing
sk,"privacyPolicy","Privacy Policy",missing
sk,"privacyRequestSentToYourParents","Privacy request sent to your parents!",missing
sk,"profile1","Profile",missing
sk,"profileNotFound","Profile not found.",missing
sk,"profileSaved","Profile saved!",missing
sk,"promoAppliedYourNextBillIsFree","Promo applied! Your next bill is free.",missing
sk,"providers","Providers",missing
sk,"pspecialtynpcontactinfo","{specialty}\n{contactInfo}",missing
sk,"rating","Rating",missing
sk,"readOnly","Read Only",missing
sk,"readOurPrivacyPolicy","Read our privacy policy",missing
sk,"readWrite","Read & Write",missing
sk,"REDACTED_TOKEN","Receive booking notifications via email",missing
sk,"REDACTED_TOKEN","Receive booking notifications via SMS",missing
sk,"REDACTED_TOKEN","Receive push notifications for new bookings",missing
sk,"REDACTED_TOKEN","Redirecting to Stripe checkout for Basic plan...",missing
sk,"REDACTED_TOKEN","Redirecting to Stripe checkout for Pro plan...",missing
sk,"referralCode","Referral Code",missing
sk,"referrals","Referrals",missing
sk,"referralsAmbassadorreferrals","Referrals: {referrals}",missing
sk,"refresh1","Refresh",missing
sk,"registering","Registering...",missing
sk,"registrationFailedEtostring","Registration failed: {error}",missing
sk,"reject","Reject",missing
sk,"reply","Reply",missing
sk,"requireParentApproval","Require Parent Approval",missing
sk,"requiresInstallFallback","Requires Install Fallback",missing
sk,"resolve","Resolve",missing
sk,"resolved","Resolved",missing
sk,"responseDetail","Response Detail",missing
sk,"responseIndex1","Response #{number}",missing
sk,"restrictMatureContent","Restrict mature content",missing
sk,"retry1","Retry",missing
sk,"revokeConsent","Revoke Consent",missing
sk,"rewards","Rewards",missing
sk,"roomAddedSuccessfully","Room added successfully!",missing
sk,"roomDeletedSuccessfully","Room deleted successfully!",missing
sk,"roomUpdatedSuccessfully","Room updated successfully!",missing
sk,"rooms","Rooms",missing
sk,"save1","Save",missing
sk,"saveChanges","Save Changes",missing
sk,"scheduledAtArgsscheduledat","Scheduled at: {scheduledAt}",missing
sk,"scheduledAtScheduledat","Scheduled at: $scheduledAt",missing
sk,"schedulerScreen","Scheduler Screen",missing
sk,"selectLocation","Select Location",missing
sk,"selectStaff","Select Staff",missing
sk,"send","Send",missing
sk,"sendBookingInvite","Send Booking Invite",missing
sk,"sendInvite","Send Invite",missing
sk,"serviceServiceidNotSelected","Service: {service}",missing
sk,"sessionApproved","Session approved!",missing
sk,"sessionRejected","Session rejected",missing
sk,"settings1","Settings",missing
sk,"REDACTED_TOKEN","Settings dialog will be implemented here.",missing
sk,"settingsSavedSuccessfully","Settings saved successfully!",missing
sk,"setup","Setup",missing
sk,"severityLogseverityname","Severity: {severity}",missing
sk,"shareLink","Share Link",missing
sk,"shareViaWhatsapp","Share via WhatsApp",missing
sk,"signIn","Sign In",missing
sk,"signInWithExistingMethod","Sign in with existing method",missing
sk,"signOut","Sign Out",missing
sk,"skip","Skip",missing
sk,"slotDeletedSuccessfully","Slot deleted successfully",missing
sk,"smsNotifications","SMS Notifications",missing
sk,"socialAccountConflictMessage","An account with email {email} already exists using a different sign-in method. Would you like to link your accounts?",missing
sk,"socialAccountConflictTitle","Account Already Exists",missing
sk,"staffArgsstaffdisplayname","Staff: {staffName}",missing
sk,"staffAvailability","Staff Availability",missing
sk,"staffManagementTools","• Staff management tools",missing
sk,"staffSelectionstaffdisplayname","Staff: {staffName}",missing
sk,"staffStaffidNotSelected","Staff: {staff}",missing
sk,"statusAppointmentstatusname","Status: {status}",missing
sk,"statusInvitestatusname","Status: {status}",missing
sk,"studioBooking","Studio Booking",missing
sk,"REDACTED_TOKEN","Studio booking is only available on web",missing
sk,"studioDashboard","Studio Dashboard",missing
sk,"studioProfile","Studio Profile",missing
sk,"submit","Submit",missing
sk,"submitBooking","Submit Booking",missing
sk,"subscribe","Subscribe",missing
sk,"subscribeNow","Subscribe Now",missing
sk,"subscribeToBasic499mo","Subscribe to Basic (€4.99/mo)",missing
sk,"subscribeToPro1499mo","Subscribe to Pro (€14.99/mo)",missing
sk,"subscribeToWidgetplanname","Subscribe to {planName}",missing
sk,"subscription","Subscription",missing
sk,"REDACTED_TOKEN","Subscription activated successfully!",missing
sk,"REDACTED_TOKEN","Subscription cancelled successfully",missing
sk,"subscriptionManagement","Subscription Management",missing
sk,"subscriptionUnavailable","Subscription unavailable",missing
sk,"success1","Success",missing
sk,"REDACTED_TOKEN","Successfully registered as Ambassador!",missing
sk,"supportTicketSubmitted","Support ticket submitted",missing
sk,"surveyEditor","Survey Editor",missing
sk,"surveyManagement","Survey Management",missing
sk,"surveyResponses","Survey Responses",missing
sk,"surveyScore","Survey Score",missing
sk,"syncAppointment","Sync Appointment",missing
sk,"syncToGoogle","Sync to Google",missing
sk,"syncToOutlook","Sync to Outlook",missing
sk,"targetLogtargettypeLogtargetid","Target: {targetType} - {targetId}",missing
sk,"text","Text",missing
sk,"time","Time",missing
sk,"timeArgsslotformatcontext","Time: {time}",missing
sk,"REDACTED_TOKEN","Timestamp: {timestamp}",missing
sk,"toAvailendformatcontext","To: {endTime}",missing
sk,"toggleAvailability","Toggle Availability",missing
sk,"tryAgain","Try Again",missing
sk,"typeOpenCall","Type: Open Call",missing
sk,"REDACTED_TOKEN","\uD83D\uDCC5 {dateTime}",missing
sk,"unlimitedBookingsPerWeek","• Unlimited bookings per week",missing
sk,"update","Update",missing
sk,"updateYourBusinessInformation","Update your business information",missing
sk,"upgradeToBusiness","Upgrade to Business",missing
sk,"upload1","Upload",missing
sk,"userCid","User {id}",missing
sk,"userLoguseremail","User: {userEmail}",missing
sk,"userUserid","User $userId",missing
sk,"users1","Users",missing
sk,"valuetoint","{value}",missing
sk,"valuetointk","\${value}K",missing
sk,"verification","Verification",missing
sk,"verify","Verify",missing
sk,"viewAll1","View All",missing
sk,"viewDetails","View Details",missing
sk,"viewResponses","View Responses",missing
sk,"viewResponsesComingSoon","View responses - Coming soon!",missing
sk,"virtualPlaytime","Virtual Playtime",missing
sk,"REDACTED_TOKEN","Virtual session created! Inviting friends...",missing
sk,"welcome1","Welcome",missing
sk,"welcomeToYourStudio","Welcome to your studio",missing
sk,"REDACTED_TOKEN","You will receive a confirmation email shortly.",missing
sk,"REDACTED_TOKEN","Your payment has been processed successfully.",missing
sk,"yourUpgradeCodeUpgradecode","Your upgrade code: $upgradeCode",missing
sl,"about1","About",missing
sl,"accept1","Accept",missing
sl,"activateBusinessProfile","Activate Business Profile",missing
sl,"activityLogaction","Activity: {action}",missing
sl,"add1","Add",missing
sl,"addAvailability","Add Availability",missing
sl,"addNewClient","Add New Client",missing
sl,"addNewRoom","Add New Room",missing
sl,"addProvider","Add Provider",missing
sl,"addQuestion","Add Question",missing
sl,"admin","Admin",missing
sl,"adminBroadcast","Admin Broadcast",missing
sl,"adminDashboard","Admin Dashboard",missing
sl,"adminFreeAccess","Admin Free Access",missing
sl,"adminLogadminemail","Admin: {adminEmail}",missing
sl,"adminMetrics","Admin Metrics",missing
sl,"adminOverviewGoesHere","Admin overview goes here",missing
sl,"adminScreenTBD","Admin screen coming soon",missing
sl,"adminSettings","Admin Settings",missing
sl,"advancedReporting","• Advanced reporting",missing
sl,"allCountries","All Countries",missing
sl,"allLanguages","All Languages",missing
sl,"REDACTED_TOKEN","Allow other users to find and join this game",missing
sl,"allowPlaytime","Allow Playtime",missing
sl,"ambassadorDashboard","Ambassador Dashboard",missing
sl,"ambassadorOnboarding","Ambassador Onboarding",missing
sl,"ambassadorQuotaDashboard","Ambassador Quota Dashboard",missing
sl,"REDACTED_TOKEN","Ambassador Status: {ambassadorStatus}",missing
sl,"ambassadors","Ambassadors",missing
sl,"analytics","Analytics",missing
sl,"appVersionAndInformation","App version and information",missing
sl,"appVersionLogappversion","App Version: {appVersion}",missing
sl,"apply","Apply",missing
sl,"appointmentAppointmentid","Appointment {appointmentId}",missing
sl,"appointmentApptid","Appointment: {appointmentId}",missing
sl,"appointmentInviteappointmentid","Appointment: {appointmentId}",missing
sl,"appointmentRequests","Appointment Requests",missing
sl,"appointments","Appointments",missing
sl,"appointmentsListlength","Appointments: {count}",missing
sl,"approve","Approve",missing
sl,"REDACTED_TOKEN","Are you sure you want to cancel this appointment?",missing
sl,"REDACTED_TOKEN","Are you sure you want to delete this appointment?",missing
sl,"REDACTED_TOKEN","Are you sure you want to delete this message?",missing
sl,"REDACTED_TOKEN","Are you sure you want to delete this provider?",missing
sl,"REDACTED_TOKEN","An account already exists with this email using a different sign-in method.",missing
sl,"authErrorAppNotAuthorized","This app is not authorized to use Firebase Authentication.",missing
sl,"authErrorCodeExpired","The verification code has expired. Please request a new one.",missing
sl,"authErrorCredentialAlreadyInUse","These credentials are already associated with another account.",missing
sl,"authErrorEmailAlreadyInUse","An account with this email already exists.",missing
sl,"REDACTED_TOKEN","Email change requires verification.",missing
sl,"authErrorIdTokenExpired","The ID token has expired.",missing
sl,"authErrorIdTokenRevoked","The ID token has been revoked.",missing
sl,"authErrorInternalError","An internal error occurred. Please try again.",missing
sl,"authErrorInvalidArgument","An invalid argument was provided.",missing
sl,"authErrorInvalidClaims","Invalid custom claims provided.",missing
sl,"authErrorInvalidContinueUri","The continue URL is invalid.",missing
sl,"authErrorInvalidCreationTime","The creation time is invalid.",missing
sl,"authErrorInvalidCredential","Invalid credentials. Please try again.",missing
sl,"authErrorInvalidDisabledField","The disabled field value is invalid.",missing
sl,"authErrorInvalidDisplayName","The display name is invalid.",missing
sl,"REDACTED_TOKEN","The dynamic link domain is invalid.",missing
sl,"authErrorInvalidEmail","Please enter a valid email address.",missing
sl,"authErrorInvalidEmailVerified","The email verified value is invalid.",missing
sl,"authErrorInvalidHashAlgorithm","The hash algorithm is invalid.",missing
sl,"authErrorInvalidHashBlockSize","The hash block size is invalid.",missing
sl,"REDACTED_TOKEN","The hash derived key length is invalid.",missing
sl,"authErrorInvalidHashKey","The hash key is invalid.",missing
sl,"authErrorInvalidHashMemoryCost","The hash memory cost is invalid.",missing
sl,"REDACTED_TOKEN","The hash parallelization is invalid.",missing
sl,"authErrorInvalidHashRounds","The hash rounds value is invalid.",missing
sl,"REDACTED_TOKEN","The hash salt separator is invalid.",missing
sl,"authErrorInvalidIdToken","The ID token is invalid.",missing
sl,"authErrorInvalidLastSignInTime","The last sign-in time is invalid.",missing
sl,"REDACTED_TOKEN","Invalid multi-factor session.",missing
sl,"authErrorInvalidPageToken","The page token is invalid.",missing
sl,"authErrorInvalidPassword","The password is invalid or too weak.",missing
sl,"authErrorInvalidPhoneNumber","The phone number is invalid.",missing
sl,"authErrorInvalidProviderData","The provider data is invalid.",missing
sl,"authErrorInvalidProviderId","The provider ID is invalid.",missing
sl,"REDACTED_TOKEN","The session cookie duration is invalid.",missing
sl,"authErrorInvalidUid","The UID is invalid.",missing
sl,"authErrorInvalidUserImport","The user import record is invalid.",missing
sl,"REDACTED_TOKEN","The verification code is invalid.",missing
sl,"authErrorInvalidVerificationId","The verification ID is invalid.",missing
sl,"REDACTED_TOKEN","Maximum number of second factors exceeded.",missing
sl,"REDACTED_TOKEN","Maximum user import count exceeded.",missing
sl,"authErrorMissingAndroidPkgName","Missing Android package name.",missing
sl,"authErrorMissingContinueUri","Missing continue URL.",missing
sl,"authErrorMissingHashAlgorithm","Missing hash algorithm.",missing
sl,"authErrorMissingIosBundleId","Missing iOS bundle ID.",missing
sl,"REDACTED_TOKEN","Missing multi-factor session.",missing
sl,"REDACTED_TOKEN","Missing OAuth client secret.",missing
sl,"authErrorMissingPhoneNumber","Please enter a phone number.",missing
sl,"authErrorMissingUid","Missing UID.",missing
sl,"REDACTED_TOKEN","Please enter the verification code.",missing
sl,"authErrorMissingVerificationId","Missing verification ID.",missing
sl,"REDACTED_TOKEN","Multi-factor authentication is required.",missing
sl,"REDACTED_TOKEN","Multi-factor information not found.",missing
sl,"authErrorNetworkRequestFailed","Network error. Please check your connection and try again.",missing
sl,"authErrorOperationNotAllowed","This sign-in method is not enabled. Please contact support.",missing
sl,"REDACTED_TOKEN","This phone number is already in use.",missing
sl,"authErrorProjectNotFound","Firebase project not found.",missing
sl,"authErrorQuotaExceeded","The SMS quota for this project has been exceeded. Please try again later.",missing
sl,"authErrorRequiresRecentLogin","Please log in again to perform this operation.",missing
sl,"authErrorReservedClaims","Reserved claims provided.",missing
sl,"REDACTED_TOKEN","This second factor is already in use.",missing
sl,"authErrorSessionCookieExpired","Session cookie has expired.",missing
sl,"authErrorSessionCookieRevoked","Session cookie has been revoked.",missing
sl,"authErrorSessionExpired","Your session has expired. Please log in again.",missing
sl,"authErrorTooManyRequests","Too many failed attempts. Please try again later.",missing
sl,"authErrorUidAlreadyExists","The UID is already in use.",missing
sl,"REDACTED_TOKEN","The continue URL domain is not whitelisted.",missing
sl,"authErrorUnknown","An unknown authentication error occurred.",missing
sl,"authErrorUnsupportedFirstFactor","Unsupported first factor for multi-factor authentication.",missing
sl,"authErrorUserDisabled","This account has been disabled. Please contact support.",missing
sl,"authErrorUserNotFound","No account found with this email address.",missing
